cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
199,Sea Engineer,2,4,0a,2d,10h,1f,34,ADVANCE_NANO_ASSEMBLY,ICON_UNIT_SEA_ENGINEER,SPRITE_SEA_ENGINEER,SOUND_SELECT1_SEA_ENGINEER,SOUND_MOVE_SEA_ENGINEER,SOUND_ATTACK_SEA_ENGINEER
200,Ship Of The Line,2,10,8a,5d,15h,3f,14,ADVANCE_NAVAL_TACTICS,ICON_UNIT_SHIP_OF_THE_LINE,SPRITE_SHIP_OF_THE_LINE,SOUND_SELECT1_SHIP_OF_THE_LINE,SOUND_MOVE_SHIP_OF_THE_LINE,SOUND_ATTACK_SHIP_OF_THE_LINE
202,Space Plane,1,15,0a,2d,15h,1f,25,ADVANCE_SPACE_FLIGHT,ICON_UNIT_SPACE_PLANE,SPRITE_SPACE_PLANE,SOUND_SELECT1_SPACE_PLANE,SOUND_MOVE_SPACE_PLANE,SOUND_ATTACK_SPACE_PLANE
203,Spy Plane,1,10,2a,4d,15h,2f,33,ADVANCE_AI_SURVEILLANCE,ICON_UNIT_SPY_PLANE,SPRITE_SPY_PLANE,SOUND_SELECT1_SPY_PLANE,SOUND_MOVE_SPY_PLANE,SOUND_ATTACK_SPY_PLANE
204,Stealth Bomber,1,10,16a,16d,20h,4f,39,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_BOMBER,SPRITE_STEALTH_BOMBER,SOUND_SELECT1_STEALTH_BOMBER,SOUND_MOVE_STEALTH_BOMBER,SOUND_ATTACK_STEALTH_BOMBER
205,Stealth Fighter,1,15,18a,16d,20h,5f,33,ADVANCE_ADVANCED_COMPOSITES,ICON_UNIT_STEALTH_FIGHTER,SPRITE_STEALTH_FIGHTER,SOUND_SELECT1_STEALTH_FIGHTER,SOUND_MOVE_STEALTH_FIGHTER,SOUND_ATTACK_STEALTH_FIGHTER
206,Submarine,2,8,8a,6d,10h,3f,17,ADVANCE_OIL_REFINING,ICON_UNIT_SUBMARINE,SPRITE_SUBMARINE,SOUND_SELECT1_SUBMARINE,SOUND_MOVE_SUBMARINE,SOUND_ATTACK_SUBMARINE
207,Tank,0,5,11a,8d,18h,3f,27,ADVANCE_TANK_WARFARE,ICON_UNIT_TANK,SPRITE_TANK,SOUND_SELECT1_TANK,SOUND_MOVE_TANK,SOUND_ATTACK_TANK
208,Televangelist,0,4,0a,2d,10h,1f,15,ADVANCE_MASS_MEDIA,ICON_UNIT_TELEVANGELIST,SPRITE_TELEVANGELIST,SOUND_SELECT1_TELEVANGELIST,SOUND_MOVE_TELEVANGELIST,SOUND_ATTACK_TELEVANGELIST
209,Troop Ship,2,12,0a,2d,20h,1f,14,ADVANCE_INTERNAL_COMBUSTION,ICON_UNIT_TROOP_SHIP,SPRITE_TROOP_SHIP,SOUND_SELECT1_TROOP_SHIP,SOUND_MOVE_TROOP_SHIP,SOUND_ATTACK_TROOP_SHIP
210,Urban Planner,0,2,0a,2d,15h,1f,45,ADVANCE_ADV_URBAN_PLANNING,ICON_UNIT_URBAN_PLANNER,SPRITE_URBAN_PLANNER,SOUND_SELECT1_URBAN_PLANNER,SOUND_MOVE_URBAN_PLANNER,SOUND_ATTACK_URBAN_PLANNER
211,War Walker,0,5,11a,8d,20h,4f,40,ADVANCE_CYBERNETICS,ICON_UNIT_WAR_WALKER,SPRITE_WAR_WALKER,SOUND_SELECT1_WAR_WALKER,SOUND_MOVE_WAR_WALKER,SOUND_ATTACK_WAR_WALKER
212,Z Freight Transport,0,1,0a,0d,10h,0f,16,ADVANCE_GLOBAL_ECONOMICS,ICON_UNIT_FREIGHT_TRANSPORT,SPRITE_WARRIOR,SOUND_SELECT1_Z_FREIGHT_TRANSPORT,SOUND_MOVE_Z_FREIGHT_TRANSPORT,SOUND_ATTACK_Z_FREIGHT_TRANSPORT
213,Catamaran,0,1,3a,3d,10h,1f,4,ADVANCE_HEXTAPUL,ICON_UNIT_CATAMARAN,SPRITE_CATAMARAN,SOUND_SELECT1_CATAMARAN,SOUND_MOVE_CATAMARAN,SOUND_ATTACK_CATAMARAN
