cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
203,Charles Martel,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_CHARLES_MARTEL,SPRITE_CHARLES_MARTEL,SOUND_SELECT1_CHARLES_MARTEL,SOUND_MOVE_CHARLES_MARTEL,SOUND_ATTACK_CHARLES_MARTEL
204,El Cid,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_EL_CID,SPRITE_EL_CID,SOUND_SELECT1_EL_CID,SOUND_MOVE_EL_CID,SOUND_ATTACK_EL_CID
205,Bohemund,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_BOHEMUND,SPRITE_BOHEMUND,SOUND_SELECT1_BOHEMUND,SOUND_MOVE_BOHEMUND,SOUND_ATTACK_BOHEMUND
206,De La Valette,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_DE_LA_VALETTE,SPRITE_DE_LA_VALETTE,SOUND_SELECT1_DE_LA_VALETTE,SOUND_MOVE_DE_LA_VALETTE,SOUND_ATTACK_DE_LA_VALETTE
207,Richard The Lionheart,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_RICHARD_THE_LIONHEART,SPRITE_RICHARD_THE_LIONHEART,SOUND_SELECT1_RICHARD_THE_LIONHEART,SOUND_MOVE_RICHARD_THE_LIONHEART,SOUND_ATTACK_RICHARD_THE_LIONHEART
208,Alp Arslan,0,3,9a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ALP_ARSLAN,SPRITE_ALP_ARSLAN,SOUND_SELECT1_ALP_ARSLAN,SOUND_MOVE_ALP_ARSLAN,SOUND_ATTACK_ALP_ARSLAN
209,Jan Ziska,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_JAN_ZISKA,SPRITE_JAN_ZISKA,SOUND_SELECT1_JAN_ZISKA,SOUND_MOVE_JAN_ZISKA,SOUND_ATTACK_JAN_ZISKA
210,Gonsalvo,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_GONSALVO,SPRITE_GONSALVO,SOUND_SELECT1_GONSALVO,SOUND_MOVE_GONSALVO,SOUND_ATTACK_GONSALVO
211,Marlborough,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_MARLBOROUGH,SPRITE_MARLBOROUGH,SOUND_SELECT1_MARLBOROUGH,SOUND_MOVE_MARLBOROUGH,SOUND_ATTACK_MARLBOROUGH
212,Wellington,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_WELLINGTON,SPRITE_WELLINGTON,SOUND_SELECT1_WELLINGTON,SOUND_MOVE_WELLINGTON,SOUND_ATTACK_WELLINGTON
213,Davout,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_DAVOUT,SPRITE_DAVOUT,SOUND_SELECT1_DAVOUT,SOUND_MOVE_DAVOUT,SOUND_ATTACK_DAVOUT
214,Davey Crocket,0,3,8a,10d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_DAVEY_CROCKET,SPRITE_DAVEY_CROCKET,SOUND_SELECT1_DAVEY_CROCKET,SOUND_MOVE_DAVEY_CROCKET,SOUND_ATTACK_DAVEY_CROCKET
215,Oyama,0,3,12a,12d,20h,3f,13,ADVANCE_HEXTAPUL,ICON_UNIT_OYAMA,SPRITE_OYAMA,SOUND_SELECT1_OYAMA,SOUND_MOVE_OYAMA,SOUND_ATTACK_OYAMA
216,Ludendorf,0,3,12a,12d,20h,3f,19,ADVANCE_HEXTAPUL,ICON_UNIT_LUDENDORF,SPRITE_LUDENDORF,SOUND_SELECT1_LUDENDORF,SOUND_MOVE_LUDENDORF,SOUND_ATTACK_LUDENDORF
217,Rommel,0,3,12a,12d,20h,3f,19,ADVANCE_HEXTAPUL,ICON_UNIT_ROMMEL,SPRITE_ROMMEL,SOUND_SELECT1_ROMMEL,SOUND_MOVE_ROMMEL,SOUND_ATTACK_ROMMEL
218,Patton,0,3,12a,12d,20h,3f,19,ADVANCE_HEXTAPUL,ICON_UNIT_PATTON,SPRITE_PATTON,SOUND_SELECT1_PATTON,SOUND_MOVE_PATTON,SOUND_ATTACK_PATTON
219,Macarthur,0,3,12a,12d,20h,3f,19,ADVANCE_HEXTAPUL,ICON_UNIT_MACARTHUR,SPRITE_MACARTHUR,SOUND_SELECT1_MACARTHUR,SOUND_MOVE_MACARTHUR,SOUND_ATTACK_MACARTHUR
220,Moshe Dayan,0,3,12a,12d,20h,3f,19,ADVANCE_HEXTAPUL,ICON_UNIT_MOSHE_DAYAN,SPRITE_MOSHE_DAYAN,SOUND_SELECT1_MOSHE_DAYAN,SOUND_MOVE_MOSHE_DAYAN,SOUND_ATTACK_MOSHE_DAYAN
221,King,0,2,2a,2d,14h,1f,10,ADVANCE_DYNASTY,ICON_UNIT_KING,SPRITE_KING,SOUND_SELECT1_KING,SOUND_MOVE_KING,SOUND_ATTACK_KING
222,Great King,0,2,2a,5d,15h,1f,20,ADVANCE_TRIBUNAL_EMPIRE,ICON_UNIT_GREAT_KING,SPRITE_GREAT_KING,SOUND_SELECT1_GREAT_KING,SOUND_MOVE_GREAT_KING,SOUND_ATTACK_GREAT_KING
223,Town Watch,0,1,1a,1d,9h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_TOWN_WATCH,SPRITE_TOWN_WATCH,SOUND_SELECT1_TOWN_WATCH,SOUND_MOVE_TOWN_WATCH,SOUND_ATTACK_TOWN_WATCH
224,Elite Advanced Warrior,0,1,5a,2d,11h,1f,2,ADVANCE_TRIBES,ICON_UNIT_ELITE_ADVANCED_WARRIOR,SPRITE_ADVANCED_WARRIOR,SOUND_SELECT1_ELITE_ADVANCED_WARRIOR,SOUND_MOVE_ELITE_ADVANCED_WARRIOR,SOUND_ATTACK_ELITE_ADVANCED_WARRIOR
225,Elite Heavy Swordsman,0,1,5a,3d,11h,1f,2,ADVANCE_COPPER_SMELTING,ICON_UNIT_ELITE_HEAVY_SWORDSMAN,SPRITE_HEAVY_SWORDSMAN,SOUND_SELECT1_ELITE_HEAVY_SWORDSMAN,SOUND_MOVE_ELITE_HEAVY_SWORDSMAN,SOUND_ATTACK_ELITE_HEAVY_SWORDSMAN
226,Elite Hoplite,0,1,4a,4d,13h,1f,2,ADVANCE_BRONZE_WORKING,ICON_UNIT_ELITE_HOPLITE,SPRITE_HOPLITE,SOUND_SELECT1_ELITE_HOPLITE,SOUND_MOVE_ELITE_HOPLITE,SOUND_ATTACK_ELITE_HOPLITE
227,Elite Phalanx,0,1,5a,5d,16h,1f,3,ADVANCE_CITIZENSHIP,ICON_UNIT_ELITE_PHALANX,SPRITE_PHALANX,SOUND_SELECT1_ELITE_PHALANX,SOUND_MOVE_ELITE_PHALANX,SOUND_ATTACK_ELITE_PHALANX
228,Elite Legion,0,1,7a,5d,16h,2f,5,ADVANCE_IRON_WORKING,ICON_UNIT_ELITE_LEGION,SPRITE_LEGION,SOUND_SELECT1_ELITE_LEGION,SOUND_MOVE_ELITE_LEGION,SOUND_ATTACK_ELITE_LEGION
229,Elite Peltast,0,2,4a,3d,11h,1f,3,ADVANCE_METAL_WORKING,ICON_UNIT_ELITE_PELTAST,SPRITE_PELTAST,SOUND_SELECT1_ELITE_PELTAST,SOUND_MOVE_ELITE_PELTAST,SOUND_ATTACK_ELITE_PELTAST
230,Elite Auxilliary Legion,0,2,6a,4d,13h,1f,5,ADVANCE_IRON_WORKING,ICON_UNIT_ELITE_AUXILLIARY_LEGION,SPRITE_AUXILLIARY_LEGION,SOUND_SELECT1_ELITE_AUXILLIARY_LEGION,SOUND_MOVE_ELITE_AUXILLIARY_LEGION,SOUND_ATTACK_ELITE_AUXILLIARY_LEGION
231,Elite Javelin Cavalry,0,3,4a,2d,11h,1f,2,ADVANCE_HORSE_RIDING,ICON_UNIT_ELITE_JAVELIN_CAVALRY,SPRITE_JAVELIN_CAVALRY,SOUND_SELECT1_ELITE_JAVELIN_CAVALRY,SOUND_MOVE_ELITE_JAVELIN_CAVALRY,SOUND_ATTACK_ELITE_JAVELIN_CAVALRY
232,Elite Chariot,0,2,5a,2d,11h,1f,3,ADVANCE_CHARIOTS,ICON_UNIT_ELITE_CHARIOT,SPRITE_CHARIOT,SOUND_SELECT1_ELITE_CHARIOT,SOUND_MOVE_ELITE_CHARIOT,SOUND_ATTACK_ELITE_CHARIOT
233,Elite Chariot Archer,0,2,4a,2d,13h,1f,4,ADVANCE_ARISTOCRACY,ICON_UNIT_ELITE_CHARIOT_ARCHER,SPRITE_CHARIOT_ARCHER,SOUND_SELECT1_ELITE_CHARIOT_ARCHER,SOUND_MOVE_ELITE_CHARIOT_ARCHER,SOUND_ATTACK_ELITE_CHARIOT_ARCHER
234,Elite Archer,0,1,3a,2d,9h,1f,4,ADVANCE_ARCHERY,ICON_UNIT_ELITE_ARCHER,SPRITE_ARCHER,SOUND_SELECT1_ELITE_ARCHER,SOUND_MOVE_ELITE_ARCHER,SOUND_ATTACK_ELITE_ARCHER
235,Elite Composite Archer,0,1,3a,2d,11h,2f,5,ADVANCE_COMPOSITE_BOW,ICON_UNIT_ELITE_COMPOSITE_ARCHER,SPRITE_COMPOSITE_ARCHER,SOUND_SELECT1_ELITE_COMPOSITE_ARCHER,SOUND_MOVE_ELITE_COMPOSITE_ARCHER,SOUND_ATTACK_ELITE_COMPOSITE_ARCHER
236,Elite Galley,2,3,4a,2d,12h,1f,3,ADVANCE_SEAMANSHIP,ICON_UNIT_ELITE_GALLEY,SPRITE_GALLEY,SOUND_SELECT1_ELITE_GALLEY,SOUND_MOVE_ELITE_GALLEY,SOUND_ATTACK_ELITE_GALLEY
237,Elite Trireme,2,3,5a,2d,14h,1f,4,ADVANCE_ALCHEMY,ICON_UNIT_ELITE_TRIREME,SPRITE_TRIREME,SOUND_SELECT1_ELITE_TRIREME,SOUND_MOVE_ELITE_TRIREME,SOUND_ATTACK_ELITE_TRIREME
238,Elite Horseman,0,3,6a,3d,13h,1f,6,ADVANCE_HORSE_ARMOR,ICON_UNIT_ELITE_HORSEMAN,SPRITE_HORSEMAN,SOUND_SELECT1_ELITE_HORSEMAN,SOUND_MOVE_ELITE_HORSEMAN,SOUND_ATTACK_ELITE_HORSEMAN
239,Elite Heavy Cavalry,0,3,7a,4d,13h,2f,7,ADVANCE_ANIMAL_HUSBANDRY,ICON_UNIT_ELITE_HEAVY_CAVALRY,SPRITE_HEAVY_CAVALRY,SOUND_SELECT1_ELITE_HEAVY_CAVALRY,SOUND_MOVE_ELITE_HEAVY_CAVALRY,SOUND_ATTACK_ELITE_HEAVY_CAVALRY
240,Elite Catapult,0,1,3a,3d,12h,2f,8,ADVANCE_SIEGE_WEAPONS,ICON_UNIT_ELITE_CATAPULT,SPRITE_CATAPULT,SOUND_SELECT1_ELITE_CATAPULT,SOUND_MOVE_ELITE_CATAPULT,SOUND_ATTACK_ELITE_CATAPULT
241,Elite Cataphract,0,4,8a,4d,14h,2f,8,ADVANCE_STIRRUP,ICON_UNIT_ELITE_CATAPHRACT,SPRITE_CATAPHRACT,SOUND_SELECT1_ELITE_CATAPHRACT,SOUND_MOVE_ELITE_CATAPHRACT,SOUND_ATTACK_ELITE_CATAPHRACT
242,Elite Belfroi,0,1,3a,2d,11h,1f,5,ADVANCE_BALLISTICS,ICON_UNIT_ELITE_BELFROI,SPRITE_BELFROI,SOUND_SELECT1_ELITE_BELFROI,SOUND_MOVE_ELITE_BELFROI,SOUND_ATTACK_ELITE_BELFROI
243,Elite Trebuchet,0,1,3a,3d,12h,2f,10,ADVANCE_GREEK_FIRE,ICON_UNIT_ELITE_TREBUCHET,SPRITE_TREBUCHET,SOUND_SELECT1_ELITE_TREBUCHET,SOUND_MOVE_ELITE_TREBUCHET,SOUND_ATTACK_ELITE_TREBUCHET
244,Elite Man At Arms,0,1,6a,6d,14h,2f,6,ADVANCE_CHAIN_MAIL,ICON_UNIT_ELITE_MAN_AT_ARMS,SPRITE_MAN_AT_ARMS,SOUND_SELECT1_ELITE_MAN_AT_ARMS,SOUND_MOVE_ELITE_MAN_AT_ARMS,SOUND_ATTACK_ELITE_MAN_AT_ARMS
245,Elite Knight,0,3,9a,5d,15h,2f,9,ADVANCE_PLATE_ARMOUR,ICON_UNIT_ELITE_KNIGHT,SPRITE_KNIGHT,SOUND_SELECT1_ELITE_KNIGHT,SOUND_MOVE_ELITE_KNIGHT,SOUND_ATTACK_ELITE_KNIGHT
246,Elite Pikemen,0,1,7a,8d,16h,2f,7,ADVANCE_BANKING,ICON_UNIT_ELITE_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_ELITE_PIKEMEN,SOUND_MOVE_ELITE_PIKEMEN,SOUND_ATTACK_ELITE_PIKEMEN
247,Elite Crossbowman,0,1,3a,3d,13h,2f,8,ADVANCE_CROSSBOW,ICON_UNIT_ELITE_CROSSBOWMAN,SPRITE_CROSSBOWMAN,SOUND_SELECT1_ELITE_CROSSBOWMAN,SOUND_MOVE_ELITE_CROSSBOWMAN,SOUND_ATTACK_ELITE_CROSSBOWMAN
248,Elite Praetorians,0,1,7a,6d,17h,2f,6,ADVANCE_DICTATORSHIP,ICON_UNIT_ELITE_PRAETORIANS,SPRITE_PRAETORIANS,SOUND_SELECT1_ELITE_PRAETORIANS,SOUND_MOVE_ELITE_PRAETORIANS,SOUND_ATTACK_ELITE_PRAETORIANS
249,Elite Elephant Warrior,0,2,6a,3d,14h,1f,4,ADVANCE_OLIGARCHY,ICON_UNIT_ELITE_ELEPHANT_WARRIOR,SPRITE_ELEPHANT_WARRIOR,SOUND_SELECT1_ELITE_ELEPHANT_WARRIOR,SOUND_MOVE_ELITE_ELEPHANT_WARRIOR,SOUND_ATTACK_ELITE_ELEPHANT_WARRIOR
250,Elite Janissary,0,2,8a,6d,16h,2f,9,ADVANCE_SULTANATE,ICON_UNIT_ELITE_JANISSARY,SPRITE_JANISSARY,SOUND_SELECT1_ELITE_JANISSARY,SOUND_MOVE_ELITE_JANISSARY,SOUND_ATTACK_ELITE_JANISSARY
251,Elite Teutonic Knight,0,3,9a,4d,17h,2f,10,ADVANCE_THEOLOGY,ICON_UNIT_ELITE_TEUTONIC_KNIGHT,SPRITE_TEUTONIC_KNIGHT,SOUND_SELECT1_ELITE_TEUTONIC_KNIGHT,SOUND_MOVE_ELITE_TEUTONIC_KNIGHT,SOUND_ATTACK_ELITE_TEUTONIC_KNIGHT
252,Elite Heptireme,2,4,5a,3d,15h,2f,6,ADVANCE_HULL_MAKING,ICON_UNIT_ELITE_HEPTIREME,SPRITE_HEPTIREME,SOUND_SELECT1_ELITE_HEPTIREME,SOUND_MOVE_ELITE_HEPTIREME,SOUND_ATTACK_ELITE_HEPTIREME
253,Elite Dromon,2,4,7a,4d,16h,2f,8,ADVANCE_ASTROLABE,ICON_UNIT_ELITE_DROMON,SPRITE_DROMON,SOUND_SELECT1_ELITE_DROMON,SOUND_MOVE_ELITE_DROMON,SOUND_ATTACK_ELITE_DROMON
254,Elite Hypaspists,0,2,5a,4d,13h,1f,4,ADVANCE_BARRACKS,ICON_UNIT_ELITE_HYPASPISTS,SPRITE_HYPASPISTS,SOUND_SELECT1_ELITE_HYPASPISTS,SOUND_MOVE_ELITE_HYPASPISTS,SOUND_ATTACK_ELITE_HYPASPISTS
255,Elite Pezheteroi,0,1,4a,5d,14h,2f,3,ADVANCE_REPUBLIC,ICON_UNIT_ELITE_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_ELITE_PEZHETEROI,SOUND_MOVE_ELITE_PEZHETEROI,SOUND_ATTACK_ELITE_PEZHETEROI
256,Elite Feudal Infantry,0,1,7a,5d,14h,2f,7,ADVANCE_DARK_AGES,ICON_UNIT_ELITE_FEUDAL_INFANTRY,SPRITE_ELITE_FEUDAL_INFANTRY,SOUND_SELECT1_ELITE_FEUDAL_INFANTRY,SOUND_MOVE_ELITE_FEUDAL_INFANTRY,SOUND_ATTACK_ELITE_FEUDAL_INFANTRY
257,Elite Longbow,0,1,3a,3d,12h,2f,10,ADVANCE_YEOMANRY,ICON_UNIT_ELITE_LONGBOW,SPRITE_ELITE_LONGBOW,SOUND_SELECT1_ELITE_LONGBOW,SOUND_MOVE_ELITE_LONGBOW,SOUND_ATTACK_ELITE_LONGBOW
258,Elite Feudal Cavalry,0,3,9a,5d,15h,2f,11,ADVANCE_CHIVALRY,ICON_UNIT_ELITE_FEUDAL_CAVALRY,SPRITE_ELITE_FEUDAL_CAVALRY,SOUND_SELECT1_ELITE_FEUDAL_CAVALRY,SOUND_MOVE_ELITE_FEUDAL_CAVALRY,SOUND_ATTACK_ELITE_FEUDAL_CAVALRY
259,Elite Medieval Infantry,0,1,8a,6d,16h,2f,9,ADVANCE_IRON_CASTING,ICON_UNIT_ELITE_MEDIEVAL_INFANTRY,SPRITE_ELITE_MEDIEVAL_INFANTRY,SOUND_SELECT1_ELITE_MEDIEVAL_INFANTRY,SOUND_MOVE_ELITE_MEDIEVAL_INFANTRY,SOUND_ATTACK_ELITE_MEDIEVAL_INFANTRY
260,Elite Knight Templar,0,1,9a,6d,19h,2f,10,ADVANCE_THEOCRACY,ICON_UNIT_ELITE_KNIGHT_TEMPLAR,SPRITE_ELITE_KNIGHT_TEMPLAR,SOUND_SELECT1_ELITE_KNIGHT_TEMPLAR,SOUND_MOVE_ELITE_KNIGHT_TEMPLAR,SOUND_ATTACK_ELITE_KNIGHT_TEMPLAR
261,Elite Eagle Archer,0,2,4a,4d,14h,2f,7,ADVANCE_THEOCRATIC_MONARCHY,ICON_UNIT_ELITE_EAGLE_ARCHER,SPRITE_ELITE_EAGLE_ARCHER,SOUND_SELECT1_ELITE_EAGLE_ARCHER,SOUND_MOVE_ELITE_EAGLE_ARCHER,SOUND_ATTACK_ELITE_EAGLE_ARCHER
262,Elite Eagle Warrior,0,2,7a,5d,16h,2f,7,ADVANCE_THEOCRATIC_MONARCHY,ICON_UNIT_ELITE_EAGLE_WARRIOR,SPRITE_ELITE_EAGLE_WARRIOR,SOUND_SELECT1_ELITE_EAGLE_WARRIOR,SOUND_MOVE_ELITE_EAGLE_WARRIOR,SOUND_ATTACK_ELITE_EAGLE_WARRIOR
263,Elite Mameluke,0,2,9a,5d,14h,2f,10,ADVANCE_CALIPHATE,ICON_UNIT_ELITE_MAMELUKE,SPRITE_ELITE_MAMELUKE,SOUND_SELECT1_ELITE_MAMELUKE,SOUND_MOVE_ELITE_MAMELUKE,SOUND_ATTACK_ELITE_MAMELUKE
264,Elite Saphia,0,4,9a,5d,14h,2f,11,ADVANCE_SULTANATE,ICON_UNIT_ELITE_SAPHIA,SPRITE_ELITE_SAPHIA,SOUND_SELECT1_ELITE_SAPHIA,SOUND_MOVE_ELITE_SAPHIA,SOUND_ATTACK_ELITE_SAPHIA
265,Elite Samurai,0,2,9a,6d,18h,2f,9,ADVANCE_DYNASTIC_EMPIRE,ICON_UNIT_ELITE_SAMURAI,SPRITE_ELITE_SAMURAI,SOUND_SELECT1_ELITE_SAMURAI,SOUND_MOVE_ELITE_SAMURAI,SOUND_ATTACK_ELITE_SAMURAI
266,Elite Onager,0,1,3a,4d,13h,2f,9,ADVANCE_JOINERY,ICON_UNIT_ELITE_ONAGER,SPRITE_ELITE_ONAGER,SOUND_SELECT1_ELITE_ONAGER,SOUND_MOVE_ELITE_ONAGER,SOUND_ATTACK_ELITE_ONAGER
267,Elite Aircraft Carrier,2,6,7a,10d,28h,3f,45,ADVANCE_NAVAL_AVIATION,ICON_UNIT_ELITE_AIRCRAFT_CARRIER,SPRITE_ELITE_AIRCRAFT_CARRIER,SOUND_SELECT1_ELITE_AIRCRAFT_CARRIER,SOUND_MOVE_ELITE_AIRCRAFT_CARRIER,SOUND_ATTACK_ELITE_AIRCRAFT_CARRIER
268,Elite Battleship,2,6,14a,11d,30h,4f,45,ADVANCE_ADV_NAVAL_TACTICS,ICON_UNIT_ELITE_BATTLESHIP,SPRITE_ELITE_BATTLESHIP,SOUND_SELECT1_ELITE_BATTLESHIP,SOUND_MOVE_ELITE_BATTLESHIP,SOUND_ATTACK_ELITE_BATTLESHIP
269,Elite Artillery,0,2,4a,5d,15h,3f,25,ADVANCE_EXPLOSIVES,ICON_UNIT_ELITE_ARTILLERY,SPRITE_ELITE_ARTILLERY,SOUND_SELECT1_ELITE_ARTILLERY,SOUND_MOVE_ELITE_ARTILLERY,SOUND_ATTACK_ELITE_ARTILLERY
270,Elite Bomber,1,10,8a,7d,18h,3f,31,ADVANCE_JET_PROPULSION,ICON_UNIT_ELITE_BOMBER,SPRITE_ELITE_BOMBER,SOUND_SELECT1_ELITE_BOMBER,SOUND_MOVE_ELITE_BOMBER,SOUND_ATTACK_ELITE_BOMBER
271,Elite Cannon,0,1,3a,3d,15h,3f,13,ADVANCE_CANNON_MAKING,ICON_UNIT_ELITE_CANNON,SPRITE_ELITE_CANNON,SOUND_SELECT1_ELITE_CANNON,SOUND_MOVE_ELITE_CANNON,SOUND_ATTACK_ELITE_CANNON
272,Elite Cavalry,0,4,10a,7d,20h,3f,17,ADVANCE_CAVALRY_TACTICS,ICON_UNIT_ELITE_CAVALRY,SPRITE_ELITE_CAVALRY,SOUND_SELECT1_ELITE_CAVALRY,SOUND_MOVE_ELITE_CAVALRY,SOUND_ATTACK_ELITE_CAVALRY
273,Elite Fighter,1,10,11a,9d,22h,3f,24,ADVANCE_AERODYNAMICS,ICON_UNIT_ELITE_FIGHTER,SPRITE_ELITE_FIGHTER,SOUND_SELECT1_ELITE_FIGHTER,SOUND_MOVE_ELITE_FIGHTER,SOUND_ATTACK_ELITE_FIGHTER
274,Elite Infantryman,0,2,14a,12d,25h,3f,17,ADVANCE_MILITARY_TRADITION,ICON_UNIT_ELITE_INFANTRYMAN,SPRITE_ELITE_INFANTRYMAN,SOUND_SELECT1_ELITE_INFANTRYMAN,SOUND_MOVE_ELITE_INFANTRYMAN,SOUND_ATTACK_ELITE_INFANTRYMAN
275,Elite Interceptor,1,12,14a,13d,28h,4f,35,ADVANCE_SUPERSONIC_FLIGHT,ICON_UNIT_ELITE_INTERCEPTOR,SPRITE_ELITE_INTERCEPTOR,SOUND_SELECT1_ELITE_INTERCEPTOR,SOUND_MOVE_ELITE_INTERCEPTOR,SOUND_ATTACK_ELITE_INTERCEPTOR
276,Elite Machine Gunner,0,2,11a,11d,22h,3f,17,ADVANCE_MASS_PRODUCTION,ICON_UNIT_ELITE_MACHINE_GUNNER,SPRITE_ELITE_MACHINE_GUNNER,SOUND_SELECT1_ELITE_MACHINE_GUNNER,SOUND_MOVE_ELITE_MACHINE_GUNNER,SOUND_ATTACK_ELITE_MACHINE_GUNNER
277,Elite Marine,0,3,14a,11d,25h,3f,22,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_ELITE_MARINE,SPRITE_ELITE_MARINE,SOUND_SELECT1_ELITE_MARINE,SOUND_MOVE_ELITE_MARINE,SOUND_ATTACK_ELITE_MARINE
278,Elite Mechanised Infantry,0,3,12a,14d,27h,3f,27,ADVANCE_FIBRE_OPTICS,ICON_UNIT_ELITE_MECHANISED_INFANTRY,SPRITE_ELITE_MECHANISED_INFANTRY,SOUND_SELECT1_ELITE_MECHANISED_INFANTRY,SOUND_MOVE_ELITE_MECHANISED_INFANTRY,SOUND_ATTACK_ELITE_MECHANISED_INFANTRY
279,Elite Musketman,0,1,10a,9d,20h,2f,11,ADVANCE_FLINTLOCK,ICON_UNIT_ELITE_MUSKETMAN,SPRITE_ELITE_MUSKETMAN,SOUND_SELECT1_ELITE_MUSKETMAN,SOUND_MOVE_ELITE_MUSKETMAN,SOUND_ATTACK_ELITE_MUSKETMAN
280,Elite Paratrooper,0,3,13a,9d,22h,3f,24,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_ELITE_PARATROOPER,SPRITE_ELITE_PARATROOPER,SOUND_SELECT1_ELITE_PARATROOPER,SOUND_MOVE_ELITE_PARATROOPER,SOUND_ATTACK_ELITE_PARATROOPER
281,Elite Radar Artillery,0,3,7a,10d,17h,3f,30,ADVANCE_COMPUTER,ICON_UNIT_ELITE_RADAR_ARTILLERY,SPRITE_ELITE_RADAR_ARTILLERY,SOUND_SELECT1_ELITE_RADAR_ARTILLERY,SOUND_MOVE_ELITE_RADAR_ARTILLERY,SOUND_ATTACK_ELITE_RADAR_ARTILLERY
282,Elite Rifleman,0,1,10a,9d,20h,3f,14,ADVANCE_REPLACEABLE_PARTS,ICON_UNIT_ELITE_RIFLEMAN,SPRITE_ELITE_RIFLEMAN,SOUND_SELECT1_ELITE_RIFLEMAN,SOUND_MOVE_ELITE_RIFLEMAN,SOUND_ATTACK_ELITE_RIFLEMAN
283,Elite Tank,0,4,14a,10d,20h,3f,29,ADVANCE_MOBILE_WARFARE,ICON_UNIT_ELITE_TANK,SPRITE_ELITE_TANK,SOUND_SELECT1_ELITE_TANK,SOUND_MOVE_ELITE_TANK,SOUND_ATTACK_ELITE_TANK
284,Column Builder,0,2,1a,1d,9h,1f,5,ADVANCE_HEXTAPUL,ICON_UNIT_COLUMN_BUILDER,SPRITE_COLUMN_BUILDER,SOUND_SELECT1_COLUMN_BUILDER,SOUND_MOVE_COLUMN_BUILDER,SOUND_ATTACK_COLUMN_BUILDER
285,Arch Builder,0,2,1a,1d,9h,1f,5,ADVANCE_HEXTAPUL,ICON_UNIT_ARCH_BUILDER,SPRITE_ARCH_BUILDER,SOUND_SELECT1_ARCH_BUILDER,SOUND_MOVE_ARCH_BUILDER,SOUND_ATTACK_ARCH_BUILDER
286,Fortress Builder,0,2,1a,1d,9h,1f,18,ADVANCE_DARK_AGES,ICON_UNIT_FORTRESS_BUILDER,SPRITE_FORTRESS_BUILDER,SOUND_SELECT1_FORTRESS_BUILDER,SOUND_MOVE_FORTRESS_BUILDER,SOUND_ATTACK_FORTRESS_BUILDER
287,Science Builder,0,2,1a,1d,9h,1f,5,ADVANCE_HEXTAPUL,ICON_UNIT_SCIENCE_BUILDER,SPRITE_SCIENCE_BUILDER,SOUND_SELECT1_SCIENCE_BUILDER,SOUND_MOVE_SCIENCE_BUILDER,SOUND_ATTACK_SCIENCE_BUILDER
288,Peace Builder,0,2,1a,1d,9h,1f,5,ADVANCE_HEXTAPUL,ICON_UNIT_PEACE_BUILDER,SPRITE_PEACE_BUILDER,SOUND_SELECT1_PEACE_BUILDER,SOUND_MOVE_PEACE_BUILDER,SOUND_ATTACK_PEACE_BUILDER
289,Transport,2,4,1a,2d,10h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_TRANSPORT,SPRITE_TRANSPORT,SOUND_SELECT1_TRANSPORT,SOUND_MOVE_TRANSPORT,SOUND_ATTACK_TRANSPORT
290,Assault,2,4,1a,2d,10h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_ASSAULT,SPRITE_ASSAULT,SOUND_SELECT1_ASSAULT,SOUND_MOVE_ASSAULT,SOUND_ATTACK_ASSAULT
291,Fishing Fleet,2,2,1a,2d,10h,1f,12,ADVANCE_DYNASTY,ICON_UNIT_FISHING_FLEET,SPRITE_FISHING_FLEET,SOUND_SELECT1_FISHING_FLEET,SOUND_MOVE_FISHING_FLEET,SOUND_ATTACK_FISHING_FLEET
292,Ocean Fishing Fleet,2,3,1a,3d,10h,1f,17,ADVANCE_HULL_MAKING,ICON_UNIT_OCEAN_FISHING_FLEET,SPRITE_OCEAN_FISHING_FLEET,SOUND_SELECT1_OCEAN_FISHING_FLEET,SOUND_MOVE_OCEAN_FISHING_FLEET,SOUND_ATTACK_OCEAN_FISHING_FLEET
