ADVANCE_ALCHEMY					"Alchemy"
DESCRIPTION_IMPROVE_HOSPITAL			""
IMPROVE_MILL					"Mill"
DESCRIPTION_IMPROVE_MILL			""
IMPROVE_MONASTERY				"Monastery"
DESCRIPTION_IMPROVE_MONASTERY			""
IMPROVE_MOSQUE					"Mosque"
DESCRIPTION_IMPROVE_MOSQUE			""
IMPROVE_PHYSICIAN				"Physician"
DESCRIPTION_IMPROVE_PHYSICIAN			""
IMPROVE_MAGISTRATES				"Magistrates"
DESCRIPTION_IMPROVE_MAGISTRATES			""
IMPROVE_PUBLISHING_HOUSE			"Publishing House"
DESCRIPTION_IMPROVE_PUBLISHING_HOUSE		""
IMPROVE_SHRINE					"Shrine"
DESCRIPTION_IMPROVE_SHRINE			""
IMPROVE_THEATER					"Theater"
DESCRIPTION_IMPROVE_THEATER			""
IMPROVE_WALL					"Wall"
DESCRIPTION_IMPROVE_WALL			""
IMPROVE_WORK_CAMP				"Work Camp"
DESCRIPTION_IMPROVE_WORK_CAMP			""
IMPROVE_ZIGGURAT				"Ziggurat"
DESCRIPTION_IMPROVE_ZIGGURAT			""
IMPROVE_RELIGIOUS_VICTORY			"Religious Victory"
DESCRIPTION_IMPROVE_RELIGIOUS_VICTORY		""
IMPROVE_VR_AMUSEMENT_PARK			"VR Amusement Park"
DESCRIPTION_IMPROVE_VR_AMUSEMENT_PARK		""
IMPROVE_E_BANK					"E-Bank"
DESCRIPTION_IMPROVE_E_BANK			""
IMPROVE_CORNUCOPIC_VAT				"Cornucopic Vat"
DESCRIPTION_IMPROVE_CORNUCOPIC_VAT		""
IMPROVE_AQUA_FILTER				"Aqua-Filter"
DESCRIPTION_IMPROVE_AQUA_FILTER			""
IMPROVE_SILO					"Silo"
DESCRIPTION_IMPROVE_SILO			""
IMPROVE_STOCKADE				"Stockade"
DESCRIPTION_IMPROVE_STOCKADE			""
WONDER_GAIAS_SHRINE				"Gaia's Shrine"
DESCRIPTION_WONDER_GAIAS_SHRINE			"Gaia's Shrine is a Super Magic world wonder."
WONDER_PLEASURE_DOME				"Pleasure Dome"
DESCRIPTION_WONDER_PLEASURE_DOME		"Pleasure Dome is a Super Magic world wonder."
WONDER_FONT_OF_BOUNTY				"Font of Bounty"
DESCRIPTION_WONDER_FONT_OF_BOUNTY		"Font of Bounty is a Super Magic world wonder."
WONDER_XLIGHTHOUSE				"Xlighthouse"
DESCRIPTION_WONDER_XLIGHTHOUSE			"Xlighthouse is a Super Magic world wonder."
WONDER_GREAT_LIBRARY				"Great Library"
DESCRIPTION_WONDER_GREAT_LIBRARY		"Great Library is a Super Magic world wonder."
WONDER_ORACLE					"Oracle"
DESCRIPTION_WONDER_ORACLE			"Oracle is a Super Magic world wonder."
WONDER_WALL_OF_BONE				"Wall of Bone"
DESCRIPTION_WONDER_WALL_OF_BONE			"Wall of Bone is a Super Magic world wonder."
WONDER_GUILD_OF_LEGENDS				"Guild of Legends"
DESCRIPTION_WONDER_GUILD_OF_LEGENDS		"Guild of Legends is a Super Magic world wonder."
WONDER_RUNE_OF_RULERSHIP			"Rune of Rulership"
DESCRIPTION_WONDER_RUNE_OF_RULERSHIP		"Rune of Rulership is a Super Magic world wonder."
WONDER_BARDIC_COLLEGE				"Bardic College"
DESCRIPTION_WONDER_BARDIC_COLLEGE		"Bardic College is a Super Magic world wonder."
WONDER_THE_PARTHENON				"The Parthenon"
DESCRIPTION_WONDER_THE_PARTHENON		"The Parthenon is a Super Magic world wonder."
WONDER_MYSTIC_XS_TOWER				"Mystic X's Tower"
DESCRIPTION_WONDER_MYSTIC_XS_TOWER		"Mystic X's Tower is a Super Magic world wonder."
WONDER_GUNTHARS_VOYAGE				"Gunthar's Voyage"
DESCRIPTION_WONDER_GUNTHARS_VOYAGE		"Gunthar's Voyage is a Super Magic world wonder."
WONDER_PROSPEROS_CONSERVATORY			"Prospero's Conservatory"
DESCRIPTION_WONDER_PROSPEROS_CONSERVATORY	"Prospero's Conservatory is a Super Magic world wonder."
WONDER_ELIXIR_OF_METAMORPHOSIS			"Elixir of Metamorphosis"
DESCRIPTION_WONDER_ELIXIR_OF_METAMORPHOSIS	"Elixir of Metamorphosis is a Super Magic world wonder."
WONDER_ENCHANTED_GROTTO				"Enchanted Grotto"
DESCRIPTION_WONDER_ENCHANTED_GROTTO		"Enchanted Grotto is a Super Magic world wonder."
WONDER_ELDRITCH_COLLEGE				"Eldritch College"
DESCRIPTION_WONDER_ELDRITCH_COLLEGE		"Eldritch College is a Super Magic world wonder."
WONDER_GNOME_TREASURY				"Gnome Treasury"
DESCRIPTION_WONDER_GNOME_TREASURY		"Gnome Treasury is a Super Magic world wonder."
WONDER_REYWINDS_DISCOVERY			"Reywind's Discovery"
DESCRIPTION_WONDER_REYWINDS_DISCOVERY		"Reywind's Discovery is a Super Magic world wonder."
WONDER_XSTATUE_OF_LIBERTY			"Xstatue Of Liberty"
DESCRIPTION_WONDER_XSTATUE_OF_LIBERTY		"Xstatue Of Liberty is a Super Magic world wonder."
WONDER_MESMERS_TOWER				"Mesmer's Tower"
DESCRIPTION_WONDER_MESMERS_TOWER		"Mesmer's Tower is a Super Magic world wonder."
WONDER_XWOMENS_SUFFRAGE				"Xwomens Suffrage"
DESCRIPTION_WONDER_XWOMENS_SUFFRAGE		"Xwomens Suffrage is a Super Magic world wonder."
WONDER_FORGE_OF_CHAOS				"Forge of Chaos"
DESCRIPTION_WONDER_FORGE_OF_CHAOS		"Forge of Chaos is a Super Magic world wonder."
WONDER_ENTROPY_ENGINE				"Entropy Engine"
DESCRIPTION_WONDER_ENTROPY_ENGINE		"Entropy Engine is a Super Magic world wonder."
WONDER_LEAGUE_OF_WIZARDS			"League of Wizards"
DESCRIPTION_WONDER_LEAGUE_OF_WIZARDS		"League of Wizards is a Super Magic world wonder."
WONDER_XAPOLLO_PROGRAM				"Xapollo Program"
DESCRIPTION_WONDER_XAPOLLO_PROGRAM		"Xapollo Program is a Super Magic world wonder."
WONDER_CELESTIAL_BEACON				"Celestial Beacon"
DESCRIPTION_WONDER_CELESTIAL_BEACON		"Celestial Beacon is a Super Magic world wonder."
WONDER_XCURE_FOR_CANCER				"Xcure For Cancer"
DESCRIPTION_WONDER_XCURE_FOR_CANCER		"Xcure For Cancer is a Super Magic world wonder."
UNIT_PEASANTS					"Peasants"
DESCRIPTION_UNIT_PEASANTS			"Peasants: a Super Magic unit."
UNIT_ZOMBIES					"Zombies"
DESCRIPTION_UNIT_ZOMBIES			"Zombies: a Super Magic unit."
UNIT_SPEARMEN					"Spearmen"
DESCRIPTION_UNIT_SPEARMEN			"Spearmen: a Super Magic unit."
UNIT_SWORDSMEN					"Swordsmen"
DESCRIPTION_UNIT_SWORDSMEN			"Swordsmen: a Super Magic unit."
UNIT_PHANTOM_WARRIORS				"Phantom Warriors"
DESCRIPTION_UNIT_PHANTOM_WARRIORS		"Phantom Warriors: a Super Magic unit."
UNIT_HELL_HOUNDS				"Hell Hounds"
DESCRIPTION_UNIT_HELL_HOUNDS			"Hell Hounds: a Super Magic unit."
UNIT_WARBEARS					"Warbears"
DESCRIPTION_UNIT_WARBEARS			"Warbears: a Super Magic unit."
UNIT_WARLOCK					"Warlock"
DESCRIPTION_UNIT_WARLOCK			"Warlock: a Super Magic unit."
UNIT_ARIEL					"Ariel"
DESCRIPTION_UNIT_ARIEL				"Ariel: a Super Magic unit."
UNIT_JAFAR					"Jafar"
DESCRIPTION_UNIT_JAFAR				"Jafar: a Super Magic unit."
UNIT_RJAK					"Rjak"
DESCRIPTION_UNIT_RJAK				"Rjak: a Super Magic unit."
UNIT_TAURON					"Tauron"
DESCRIPTION_UNIT_TAURON				"Tauron: a Super Magic unit."
UNIT_SERENA					"Serena"
DESCRIPTION_UNIT_SERENA				"Serena: a Super Magic unit."
UNIT_FREYA					"Freya"
DESCRIPTION_UNIT_FREYA				"Freya: a Super Magic unit."
UNIT_ALORRA					"Alorra"
DESCRIPTION_UNIT_ALORRA				"Alorra: a Super Magic unit."
UNIT_CENTAURS					"Centaurs"
DESCRIPTION_UNIT_CENTAURS			"Centaurs: a Super Magic unit."
UNIT_ELVEN_ARCHERS				"Elven Archers"
DESCRIPTION_UNIT_ELVEN_ARCHERS			"Elven Archers: a Super Magic unit."
UNIT_MAGE					"Mage"
DESCRIPTION_UNIT_MAGE				"Mage: a Super Magic unit."
UNIT_WYVERN					"Wyvern"
DESCRIPTION_UNIT_WYVERN				"Wyvern: a Super Magic unit."
UNIT_KNIGHTS					"Knights"
DESCRIPTION_UNIT_KNIGHTS			"Knights: a Super Magic unit."
UNIT_PALADINS					"Paladins"
DESCRIPTION_UNIT_PALADINS			"Paladins: a Super Magic unit."
UNIT_UNICORN					"Unicorn"
DESCRIPTION_UNIT_UNICORN			"Unicorn: a Super Magic unit."
UNIT_IRON_GOLEM					"Iron Golem"
DESCRIPTION_UNIT_IRON_GOLEM			"Iron Golem: a Super Magic unit."
UNIT_CATAPULT					"Catapult"
DESCRIPTION_UNIT_CATAPULT			"Catapult: a Super Magic unit."
UNIT_STEAM_CANNON				"Steam Cannon"
DESCRIPTION_UNIT_STEAM_CANNON			"Steam Cannon: a Super Magic unit."
UNIT_EFREET					"Efreet"
DESCRIPTION_UNIT_EFREET				"Efreet: a Super Magic unit."
UNIT_WRAITH					"Wraith"
DESCRIPTION_UNIT_WRAITH				"Wraith: a Super Magic unit."
UNIT_GRIFFIN					"Griffin"
DESCRIPTION_UNIT_GRIFFIN			"Griffin: a Super Magic unit."
UNIT_PEGASUS					"Pegasus"
DESCRIPTION_UNIT_PEGASUS			"Pegasus: a Super Magic unit."
UNIT_GALLEY					"Galley"
DESCRIPTION_UNIT_GALLEY				"Galley: a Super Magic unit."
UNIT_WARSHIP					"Warship"
DESCRIPTION_UNIT_WARSHIP			"Warship: a Super Magic unit."
UNIT_HYDRA					"Hydra"
DESCRIPTION_UNIT_HYDRA				"Hydra: a Super Magic unit."
UNIT_AIRSHIP					"Airship"
DESCRIPTION_UNIT_AIRSHIP			"Airship: a Super Magic unit."
UNIT_MINOTAUR					"Minotaur"
DESCRIPTION_UNIT_MINOTAUR			"Minotaur: a Super Magic unit."
UNIT_WAR_TROLL					"War Troll"
DESCRIPTION_UNIT_WAR_TROLL			"War Troll: a Super Magic unit."
UNIT_GARGOYLE					"Gargoyle"
DESCRIPTION_UNIT_GARGOYLE			"Gargoyle: a Super Magic unit."
UNIT_GUARDIAN_SPIRIT				"Guardian Spirit"
DESCRIPTION_UNIT_GUARDIAN_SPIRIT		"Guardian Spirit: a Super Magic unit."
UNIT_COCKATRICE					"Cockatrice"
DESCRIPTION_UNIT_COCKATRICE			"Cockatrice: a Super Magic unit."
UNIT_SALAMANDER					"Salamander"
DESCRIPTION_UNIT_SALAMANDER			"Salamander: a Super Magic unit."
UNIT_INFERNAL_DEVICE				"Infernal Device"
DESCRIPTION_UNIT_INFERNAL_DEVICE		"Infernal Device: a Super Magic unit."
UNIT_MINION					"Minion"
DESCRIPTION_UNIT_MINION				"Minion: a Super Magic unit."
UNIT_DEMON					"Demon"
DESCRIPTION_UNIT_DEMON				"Demon: a Super Magic unit."
UNIT_CARAVAN					"Caravan"
DESCRIPTION_UNIT_CARAVAN			"Caravan: a Super Magic unit."
UNIT_WAR_MAMMOTH				"War Mammoth"
DESCRIPTION_UNIT_WAR_MAMMOTH			"War Mammoth: a Super Magic unit."
UNIT_STORM_GIANT				"Storm Giant"
DESCRIPTION_UNIT_STORM_GIANT			"Storm Giant: a Super Magic unit."
UNIT_AIR_ELEMENTAL				"Air Elemental"
DESCRIPTION_UNIT_AIR_ELEMENTAL			"Air Elemental: a Super Magic unit."
UNIT_STORM_DRAKE				"Storm Drake"
DESCRIPTION_UNIT_STORM_DRAKE			"Storm Drake: a Super Magic unit."
UNIT_WARRAX					"Warrax"
DESCRIPTION_UNIT_WARRAX				"Warrax: a Super Magic unit."
UNIT_UNDEAD_DRAGON				"Undead Dragon"
DESCRIPTION_UNIT_UNDEAD_DRAGON			"Undead Dragon: a Super Magic unit."
UNIT_GREAT_WYRM					"Great Wyrm"
DESCRIPTION_UNIT_GREAT_WYRM			"Great Wyrm: a Super Magic unit."
UNIT_BEHEMOTH					"Behemoth"
DESCRIPTION_UNIT_BEHEMOTH			"Behemoth: a Super Magic unit."
UNIT_MALLEUS					"Malleus"
DESCRIPTION_UNIT_MALLEUS			"Malleus: a Super Magic unit."
UNIT_MERFOLK					"Merfolk"
DESCRIPTION_UNIT_MERFOLK			"Merfolk: a Super Magic unit."
UNIT_ARCHANGEL					"Archangel"
DESCRIPTION_UNIT_ARCHANGEL			"Archangel: a Super Magic unit."
UNIT_SETTLER					"Settler"
DESCRIPTION_UNIT_SETTLER			"Settler: a Super Magic unit."
UNIT_HALFLING					"Halfling"
DESCRIPTION_UNIT_HALFLING			"Halfling: a Super Magic unit."
UNIT_PEASANT					"Peasant"
DESCRIPTION_UNIT_PEASANT			"Peasant: a Super Magic unit."
UNIT_WATERAIR_ELEMENTALS			"Water/Air Elementals"
DESCRIPTION_UNIT_WATERAIR_ELEMENTALS		"Water/Air Elementals: a Super Magic unit."
UNIT_NOMAD					"Nomad"
DESCRIPTION_UNIT_NOMAD				"Nomad: a Super Magic unit."
UNIT_EARTHFIRE_ELEMENTALS			"Earth/Fire Elementals"
DESCRIPTION_UNIT_EARTHFIRE_ELEMENTALS		"Earth/Fire Elementals: a Super Magic unit."
UNIT_GHOST					"Ghost"
DESCRIPTION_UNIT_GHOST				"Ghost: a Super Magic unit."
UNIT_SKELETON					"Skeleton"
DESCRIPTION_UNIT_SKELETON			"Skeleton: a Super Magic unit."
UNIT_CENTAUR					"Centaur"
DESCRIPTION_UNIT_CENTAUR			"Centaur: a Super Magic unit."
UNIT_MEDUSA					"Medusa"
DESCRIPTION_UNIT_MEDUSA				"Medusa: a Super Magic unit."
UNIT_FAERIE_SPRITE				"Faerie Sprite"
DESCRIPTION_UNIT_FAERIE_SPRITE			"Faerie Sprite: a Super Magic unit."
UNIT_GOBLIN					"Goblin"
DESCRIPTION_UNIT_GOBLIN				"Goblin: a Super Magic unit."
UNIT_DWARF					"Dwarf"
DESCRIPTION_UNIT_DWARF				"Dwarf: a Super Magic unit."
UNIT_RED_DRAGON					"Red Dragon"
DESCRIPTION_UNIT_RED_DRAGON			"Red Dragon: a Super Magic unit."
UNIT_GREEN_DRAGON				"Green Dragon"
DESCRIPTION_UNIT_GREEN_DRAGON			"Green Dragon: a Super Magic unit."
UNIT_ARCHER					"Archer"
DESCRIPTION_UNIT_ARCHER				"Archer: a Super Magic unit."
UNIT_SIEGE_CATAPULT				"Siege Catapult"
DESCRIPTION_UNIT_SIEGE_CATAPULT			"Siege Catapult: a Super Magic unit."
UNIT_GENIE					"Genie"
DESCRIPTION_UNIT_GENIE				"Genie: a Super Magic unit."
UNIT_ORC					"Orc"
DESCRIPTION_UNIT_ORC				"Orc: a Super Magic unit."
UNIT_ELF					"Elf"
DESCRIPTION_UNIT_ELF				"Elf: a Super Magic unit."
UNIT_BOAR					"Boar"
DESCRIPTION_UNIT_BOAR				"Boar: a Super Magic unit."
UNIT_WOLF					"Wolf"
DESCRIPTION_UNIT_WOLF				"Wolf: a Super Magic unit."
UNIT_GOLEM					"Golem"
DESCRIPTION_UNIT_GOLEM				"Golem: a Super Magic unit."
UNIT_PIKEMAN					"Pikeman"
DESCRIPTION_UNIT_PIKEMAN			"Pikeman: a Super Magic unit."
UNIT_BOAT					"Boat"
DESCRIPTION_UNIT_BOAT				"Boat: a Super Magic unit."
UNIT_SHIP					"Ship"
DESCRIPTION_UNIT_SHIP				"Ship: a Super Magic unit."
UNIT_TRADE_CART					"Trade Cart"
DESCRIPTION_UNIT_TRADE_CART			"Trade Cart: a Super Magic unit."
UNIT_ROGUE_THIEF				"Rogue Thief"
DESCRIPTION_UNIT_ROGUE_THIEF			"Rogue Thief: a Super Magic unit."
UNIT_MAGIC_ARROW				"Magic Arrow"
DESCRIPTION_UNIT_MAGIC_ARROW			"Magic Arrow: a Super Magic unit."
UNIT_LIGHTNING_BOLT				"Lightning Bolt"
DESCRIPTION_UNIT_LIGHTNING_BOLT			"Lightning Bolt: a Super Magic unit."
UNIT_ARMAGEDDON_FIRE_BLAST			"Armageddon Fire Blast"
DESCRIPTION_UNIT_ARMAGEDDON_FIRE_BLAST		"Armageddon Fire Blast: a Super Magic unit."
UNIT_OGRE					"Ogre"
DESCRIPTION_UNIT_OGRE				"Ogre: a Super Magic unit."
UNIT_ROC					"Roc"
DESCRIPTION_UNIT_ROC				"Roc: a Super Magic unit."
UNIT_SWORDSMAN					"Swordsman"
DESCRIPTION_UNIT_SWORDSMAN			"Swordsman: a Super Magic unit."
UNIT_ZOMBIE					"Zombie"
DESCRIPTION_UNIT_ZOMBIE				"Zombie: a Super Magic unit."
UNIT_MUMMY					"Mummy"
DESCRIPTION_UNIT_MUMMY				"Mummy: a Super Magic unit."
UNIT_VAMPIRE					"Vampire"
DESCRIPTION_UNIT_VAMPIRE			"Vampire: a Super Magic unit."
UNIT_DRUID					"Druid"
DESCRIPTION_UNIT_DRUID				"Druid: a Super Magic unit."
UNIT_TROLL					"Troll"
DESCRIPTION_UNIT_TROLL				"Troll: a Super Magic unit."
UNIT_LICH					"Lich"
DESCRIPTION_UNIT_LICH				"Lich: a Super Magic unit."
UNIT_CAVALRY					"Cavalry"
DESCRIPTION_UNIT_CAVALRY			"Cavalry: a Super Magic unit."
UNIT_BONE_DRAGON				"Bone Dragon"
DESCRIPTION_UNIT_BONE_DRAGON			"Bone Dragon: a Super Magic unit."
UNIT_BLACK_DRAGON				"Black Dragon"
DESCRIPTION_UNIT_BLACK_DRAGON			"Black Dragon: a Super Magic unit."
UNIT_CRUSADER					"Crusader"
DESCRIPTION_UNIT_CRUSADER			"Crusader: a Super Magic unit."
UNIT_PHOENIX					"Phoenix"
DESCRIPTION_UNIT_PHOENIX			"Phoenix: a Super Magic unit."
UNIT_CYCLOPS					"Cyclops"
DESCRIPTION_UNIT_CYCLOPS			"Cyclops: a Super Magic unit."
UNIT_TITAN					"Titan"
DESCRIPTION_UNIT_TITAN				"Titan: a Super Magic unit."
UNIT_SETTLERS					"Settlers"
DESCRIPTION_UNIT_SETTLERS			"Settlers: a Super Magic unit."
UNIT_SORCERER					"Sorcerer"
DESCRIPTION_UNIT_SORCERER			"Sorcerer: a Super Magic unit."
UNIT_H_WARRIORS					"H. Warriors"
DESCRIPTION_UNIT_H_WARRIORS			"H. Warriors: a Super Magic unit."
UNIT_MERMEN					"Mermen"
DESCRIPTION_UNIT_MERMEN				"Mermen: a Super Magic unit."
UNIT_HAWKMEN					"Hawkmen"
DESCRIPTION_UNIT_HAWKMEN			"Hawkmen: a Super Magic unit."
UNIT_ELF_WARRIORS				"Elf Warriors"
DESCRIPTION_UNIT_ELF_WARRIORS			"Elf Warriors: a Super Magic unit."
UNIT_INFIDELS					"Infidels"
DESCRIPTION_UNIT_INFIDELS			"Infidels: a Super Magic unit."
UNIT_GOBLINS					"Goblins"
DESCRIPTION_UNIT_GOBLINS			"Goblins: a Super Magic unit."
UNIT_DWARVES					"Dwarves"
DESCRIPTION_UNIT_DWARVES			"Dwarves: a Super Magic unit."
UNIT_ELF_ARCHERS				"Elf Archers"
DESCRIPTION_UNIT_ELF_ARCHERS			"Elf Archers: a Super Magic unit."
UNIT_TROLLS					"Trolls"
DESCRIPTION_UNIT_TROLLS				"Trolls: a Super Magic unit."
UNIT_HOUSECARLS					"Housecarls"
DESCRIPTION_UNIT_HOUSECARLS			"Housecarls: a Super Magic unit."
UNIT_MERGUARDS					"Merguards"
DESCRIPTION_UNIT_MERGUARDS			"Merguards: a Super Magic unit."
UNIT_EAGLEMEN					"Eaglemen"
DESCRIPTION_UNIT_EAGLEMEN			"Eaglemen: a Super Magic unit."
UNIT_BERSERKERS					"Berserkers"
DESCRIPTION_UNIT_BERSERKERS			"Berserkers: a Super Magic unit."
UNIT_I_HORSEMEN					"I. Horsemen"
DESCRIPTION_UNIT_I_HORSEMEN			"I. Horsemen: a Super Magic unit."
UNIT_ELF_RIDERS					"Elf Riders"
DESCRIPTION_UNIT_ELF_RIDERS			"Elf Riders: a Super Magic unit."
UNIT_NIGHT_RIDERS				"Night Riders"
DESCRIPTION_UNIT_NIGHT_RIDERS			"Night Riders: a Super Magic unit."
UNIT_RANGERS					"Rangers"
DESCRIPTION_UNIT_RANGERS			"Rangers: a Super Magic unit."
UNIT_GOLDEN_HORDE				"Golden Horde"
DESCRIPTION_UNIT_GOLDEN_HORDE			"Golden Horde: a Super Magic unit."
UNIT_GIANT_OTTERINE				"Giant Otterine"
DESCRIPTION_UNIT_GIANT_OTTERINE			"Giant Otterine: a Super Magic unit."
UNIT_CRAG_WOLVES				"Crag Wolves"
DESCRIPTION_UNIT_CRAG_WOLVES			"Crag Wolves: a Super Magic unit."
UNIT_ICE_DRAKE					"Ice Drake"
DESCRIPTION_UNIT_ICE_DRAKE			"Ice Drake: a Super Magic unit."
UNIT_TREEFOLK					"Treefolk"
DESCRIPTION_UNIT_TREEFOLK			"Treefolk: a Super Magic unit."
UNIT_SIEGE_ENGINE				"Siege Engine"
DESCRIPTION_UNIT_SIEGE_ENGINE			"Siege Engine: a Super Magic unit."
UNIT_BOMBARD					"Bombard"
DESCRIPTION_UNIT_BOMBARD			"Bombard: a Super Magic unit."
UNIT_GREAT_BATS					"Great Bats"
DESCRIPTION_UNIT_GREAT_BATS			"Great Bats: a Super Magic unit."
UNIT_WITCHES					"Witches"
DESCRIPTION_UNIT_WITCHES			"Witches: a Super Magic unit."
UNIT_GREAT_WIZARD				"Great Wizard"
DESCRIPTION_UNIT_GREAT_WIZARD			"Great Wizard: a Super Magic unit."
UNIT_ELLIDA					"Ellida"
DESCRIPTION_UNIT_ELLIDA				"Ellida: a Super Magic unit."
UNIT_SKIDBLADNIR				"Skidbladnir"
DESCRIPTION_UNIT_SKIDBLADNIR			"Skidbladnir: a Super Magic unit."
UNIT_LONGBOAT					"Longboat"
DESCRIPTION_UNIT_LONGBOAT			"Longboat: a Super Magic unit."
UNIT_DRAGON_BOAT				"Dragon Boat"
DESCRIPTION_UNIT_DRAGON_BOAT			"Dragon Boat: a Super Magic unit."
UNIT_OLD_MAN					"Old Man"
DESCRIPTION_UNIT_OLD_MAN			"Old Man: a Super Magic unit."
UNIT_SHIELD_BOAT				"Shield Boat"
DESCRIPTION_UNIT_SHIELD_BOAT			"Shield Boat: a Super Magic unit."
UNIT_UNSPEAKABLE_HORROR				"Unspeakable Horror"
DESCRIPTION_UNIT_UNSPEAKABLE_HORROR		"Unspeakable Horror: a Super Magic unit."
UNIT_ENCH_PALADINS				"Ench. Paladins"
DESCRIPTION_UNIT_ENCH_PALADINS			"Ench. Paladins: a Super Magic unit."
UNIT_CHANGELING					"Changeling"
DESCRIPTION_UNIT_CHANGELING			"Changeling: a Super Magic unit."
UNIT_ENCH_GIANT					"Ench. Giant"
DESCRIPTION_UNIT_ENCH_GIANT			"Ench. Giant: a Super Magic unit."
UNIT_ENCH_OGRE					"Ench. Ogre"
DESCRIPTION_UNIT_ENCH_OGRE			"Ench. Ogre: a Super Magic unit."
UNIT_GREAT_EAGLES				"Great Eagles"
DESCRIPTION_UNIT_GREAT_EAGLES			"Great Eagles: a Super Magic unit."
UNIT_FELL_WRAITH				"Fell Wraith"
DESCRIPTION_UNIT_FELL_WRAITH			"Fell Wraith: a Super Magic unit."
UNIT_TREE_GUARDS				"Tree Guards"
DESCRIPTION_UNIT_TREE_GUARDS			"Tree Guards: a Super Magic unit."
UNIT_FIREBALL					"Fireball"
DESCRIPTION_UNIT_FIREBALL			"Fireball: a Super Magic unit."
UNIT_ENVOY					"Envoy"
DESCRIPTION_UNIT_ENVOY				"Envoy: a Super Magic unit."
UNIT_SPY					"Spy"
DESCRIPTION_UNIT_SPY				"Spy: a Super Magic unit."
UNIT_TRITON_LEGION				"Triton Legion"
DESCRIPTION_UNIT_TRITON_LEGION			"Triton Legion: a Super Magic unit."
UNIT_JACK_OLANTERN				"Jack O'Lantern"
DESCRIPTION_UNIT_JACK_OLANTERN			"Jack O'Lantern: a Super Magic unit."
UNIT_SKELETONS					"Skeletons"
DESCRIPTION_UNIT_SKELETONS			"Skeletons: a Super Magic unit."
UNIT_BARROW_WIGHTS				"Barrow Wights"
DESCRIPTION_UNIT_BARROW_WIGHTS			"Barrow Wights: a Super Magic unit."
UNIT_PORPOISE_POD				"Porpoise Pod"
DESCRIPTION_UNIT_PORPOISE_POD			"Porpoise Pod: a Super Magic unit."
UNIT_BABA_YAGA					"Baba Yaga"
DESCRIPTION_UNIT_BABA_YAGA			"Baba Yaga: a Super Magic unit."
UNIT_FROST_GIANT				"Frost Giant"
DESCRIPTION_UNIT_FROST_GIANT			"Frost Giant: a Super Magic unit."
UNIT_GIANT_SPIDER				"Giant Spider"
DESCRIPTION_UNIT_GIANT_SPIDER			"Giant Spider: a Super Magic unit."
UNIT_KRAKEN					"Kraken"
DESCRIPTION_UNIT_KRAKEN				"Kraken: a Super Magic unit."
UNIT_DRAGON					"Dragon"
DESCRIPTION_UNIT_DRAGON				"Dragon: a Super Magic unit."
UNIT_JORMUNGANDS_SPIT				"Jormungand's Spit"
DESCRIPTION_UNIT_JORMUNGANDS_SPIT		"Jormungand's Spit: a Super Magic unit."
UNIT_NECROMANCER				"Necromancer"
DESCRIPTION_UNIT_NECROMANCER			"Necromancer: a Super Magic unit."
UNIT_ENGINEERS					"Engineers"
DESCRIPTION_UNIT_ENGINEERS			"Engineers: a Super Magic unit."
UNIT_LIGHT_INFANTRY				"Light Infantry"
DESCRIPTION_UNIT_LIGHT_INFANTRY			"Light Infantry: a Super Magic unit."
UNIT_ARCHERS					"Archers"
DESCRIPTION_UNIT_ARCHERS			"Archers: a Super Magic unit."
UNIT_LEGION					"Legion"
DESCRIPTION_UNIT_LEGION				"Legion: a Super Magic unit."
UNIT_HEAVY_INFANTRY				"Heavy Infantry"
DESCRIPTION_UNIT_HEAVY_INFANTRY			"Heavy Infantry: a Super Magic unit."
UNIT_FANATICS					"Fanatics"
DESCRIPTION_UNIT_FANATICS			"Fanatics: a Super Magic unit."
UNIT_PARTISANS					"Partisans"
DESCRIPTION_UNIT_PARTISANS			"Partisans: a Super Magic unit."
UNIT_MAMLUKS					"Mamluks"
DESCRIPTION_UNIT_MAMLUKS			"Mamluks: a Super Magic unit."
UNIT_HEAVY_CAVALRY				"Heavy Cavalry"
DESCRIPTION_UNIT_HEAVY_CAVALRY			"Heavy Cavalry: a Super Magic unit."
UNIT_VARANG_GUARD				"Varang. Guard"
DESCRIPTION_UNIT_VARANG_GUARD			"Varang. Guard: a Super Magic unit."
UNIT_CRUSADERS					"Crusaders"
DESCRIPTION_UNIT_CRUSADERS			"Crusaders: a Super Magic unit."
UNIT_ASCARIS					"Ascaris"
DESCRIPTION_UNIT_ASCARIS			"Ascaris: a Super Magic unit."
UNIT_TURCOPOLES					"Turcopoles"
DESCRIPTION_UNIT_TURCOPOLES			"Turcopoles: a Super Magic unit."
UNIT_TRIREME					"Trireme"
DESCRIPTION_UNIT_TRIREME			"Trireme: a Super Magic unit."
UNIT_CARAVEL					"Caravel"
DESCRIPTION_UNIT_CARAVEL			"Caravel: a Super Magic unit."
UNIT_GALLEON					"Galleon"
DESCRIPTION_UNIT_GALLEON			"Galleon: a Super Magic unit."
UNIT_FRIGATE					"Frigate"
DESCRIPTION_UNIT_FRIGATE			"Frigate: a Super Magic unit."
UNIT_IRONCLAD					"Ironclad"
DESCRIPTION_UNIT_IRONCLAD			"Ironclad: a Super Magic unit."
UNIT_TRANSPORT					"Transport"
DESCRIPTION_UNIT_TRANSPORT			"Transport: a Super Magic unit."
